Name,Image URL,Product URL,Price (INR Numeric),Price (INR Formatted),Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD Ryzen 5 7500F 3.7 GHz 6-Core Processor,,https://pcpartpicker.com/product/zGn9TW/amd-ryzen-5-7500f-37-ghz-6-core-processor-100-100000597box,,,AMD,100-100000597BOX,AMD Ryzen 5,Zen 4,Raphael,AM5,6,3.7 GHz,5 GHz,,,6 MB,32 MB,65 W,,128 GB,Yes,Yes,Boxed,5 nm,Yes,Yes
Intel Core i5-13400F 2.5 GHz 10-Core Processor,,https://pcpartpicker.com/product/VNkWGX/intel-core-i5-13400f-25-ghz-10-core-processor-bx8071513400f,,26276.0,Intel,BX8071513400F,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,10,2.5 GHz,4.6 GHz,1.8 GHz,3.3 GHz,9.5 MB,20 MB,65 W,,192 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 9 5900XT 3.3 GHz 16-Core Processor,,https://pcpartpicker.com/product/nYvD4D/amd-ryzen-9-5900xt-33-ghz-16-core-processor-100-100001581wof,,38252.0,AMD,100-100001581WOF,AMD Ryzen 9,Zen 3,Vermeer,AM4,16,3.3 GHz,4.8 GHz,,,8 MB,64 MB,105 W,,128 GB,No,No,Boxed,7 nm,No,Yes
AMD Ryzen 5 3400G 3.7 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,https://pcpartpicker.com/product/XP6qqs/amd-ryzen-5-3400g-37-ghz-quad-core-processor-ryzen-5-3400g,,9459.0,AMD,Ryzen 5 3400G,AMD Ryzen 5,Zen+,Picasso,AM4,4,3.7 GHz,4.2 GHz,,,2 MB,4 MB,65 W,Radeon Vega 11,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
Intel Core i7-8700K 3.7 GHz 6-Core Processor,,https://pcpartpicker.com/product/sxDzK8/intel-core-i7-8700k-37ghz-6-core-processor-bx80684i78700k,,22654.0,Intel,BX80684I78700K,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,3.7 GHz,4.7 GHz,,,1.5 MB,12 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 7 8700G 4.2 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/e5ca60dc2137886fac6e13e30aad8ed9.256p.jpg,https://pcpartpicker.com/product/K4vD4D/amd-ryzen-7-8700g-42-ghz-8-core-processor-100-100001236box,,35615.0,AMD,100-100001236BOX,AMD Ryzen 7,Zen 4,Phoenix 1,AM5,8,4.2 GHz,5.1 GHz,,,8 MB,16 MB,65 W,Radeon 780M,,No,Yes,Boxed,4 nm,Yes,Yes
AMD Ryzen 5 3600X 3.8 GHz 6-Core Processor,,https://pcpartpicker.com/product/3WYLrH/amd-ryzen-5-3600x-38-ghz-6-core-processor-100-100000022box,,,AMD,Ryzen 5 3600X,AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.8 GHz,4.4 GHz,,,3 MB,32 MB,95 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i9-12900KF 3.2 GHz 16-Core Processor,,https://pcpartpicker.com/product/2sstt6/intel-core-i9-12900kf-32-ghz-8-core-processor-bx8071512900kf,,38752.0,Intel,BX8071512900KF,Intel Core i9,Alder Lake,Alder Lake,LGA1700,16,3.2 GHz,5.2 GHz,2.4 GHz,3.9 GHz,14 MB,30 MB,125 W,,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 5500GT 3.6 GHz 6-Core Processor,,https://pcpartpicker.com/product/VcvD4D/amd-ryzen-5-5500gt-36-ghz-6-core-processor-100-100001489box,,18579.0,AMD,100-100001489BOX,AMD Ryzen 5,Zen 3,Cezanne,AM4,6,3.6 GHz,4.4 GHz,,,3 MB,16 MB,65 W,Radeon Vega 7,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core Ultra 5 245KF 4.2 GHz 14-Core Processor,,https://pcpartpicker.com/product/k7cgXL/intel-core-ultra-5-245kf-42-ghz-14-core-processor-bx80768245kf,,23646.0,Intel,BX80768245KF,Intel Core Ultra 5,Arrow Lake,Arrow Lake,LGA1851,14,4.2 GHz,5.2 GHz,3.6 GHz,4.6 GHz,26 MB,24 MB,125 W,,256 GB,No,No,Boxed,3 nm,No,No
AMD Ryzen 7 2700X 3.7 GHz 8-Core Processor,,https://pcpartpicker.com/product/bddxFT/amd-ryzen-7-2700x-37ghz-8-core-processor-yd270xbgafbox,,15880.0,AMD,YD270XBGAFBOX,AMD Ryzen 7,Zen+,Pinnacle Ridge,AM4,8,3.7 GHz,4.3 GHz,,,4 MB,16 MB,105 W,,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
AMD Ryzen 5 8600G 4.3 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/d5ae2e9f000a9c994f70e092b05c80ef.256p.jpg,https://pcpartpicker.com/product/QqyH99/amd-ryzen-5-8600g-43-ghz-6-core-processor-100-100001237box,,21837.0,AMD,100-100001237BOX,AMD Ryzen 5,Zen 4,Phoenix 1,AM5,6,4.3 GHz,5 GHz,,,6 MB,16 MB,65 W,Radeon 760M,,No,Yes,Boxed,4 nm,Yes,Yes
Intel Core i9-9900K 3.6 GHz 8-Core Processor,,https://pcpartpicker.com/product/jHZFf7/intel-core-i9-9900k-36ghz-8-core-processor-bx80684i99900k,,52432.0,Intel,BX80684I99900K,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.6 GHz,5 GHz,,,2 MB,16 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i7-13700K 3.4 GHz 16-Core Processor,,https://pcpartpicker.com/product/Mm6p99/intel-core-i7-13700k-34-ghz-16-core-processor-bx8071513700k,,,Intel,BX8071513700K,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,3.4 GHz,5.4 GHz,2.5 GHz,4.2 GHz,24 MB,30 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i3-14100F 3.5 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg,https://pcpartpicker.com/product/R7qrxr/intel-core-i3-14100f-35-ghz-quad-core-processor-bx8071514100f,,12913.0,Intel,BX8071514100F,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,4,3.5 GHz,4.7 GHz,,,5 MB,12 MB,58 W,,192 GB,Yes,Yes,Boxed,7 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 7800X3D 4.2 GHz 8-Core OEM/Tray Processor,,https://pcpartpicker.com/product/CzZWGX/amd-ryzen-7-7800x3d-42-ghz-8-core-oemtray-processor-100-000000910,,46680.0,AMD,100-000000910,AMD Ryzen 7,Zen 4,Raphael,AM5,8,4.2 GHz,5 GHz,,,8 MB,96 MB,120 W,Radeon,128 GB,Yes,No,OEM/Tray,5 nm,No,Yes
Intel Core i7-7700K 4.2 GHz Quad-Core Processor,,https://pcpartpicker.com/product/VKx9TW/intel-core-i7-7700k-42ghz-quad-core-processor-bx80677i77700k,,21603.0,Intel,BX80677I77700K,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,4.2 GHz,4.5 GHz,,,1 MB,8 MB,91 W,Intel HD Graphics 630,64 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 9 3900X 3.8 GHz 12-Core Processor,,https://pcpartpicker.com/product/tLCD4D/amd-ryzen-9-3900x-36-ghz-12-core-processor-100-100000023box,,,AMD,Ryzen 9 3900X,AMD Ryzen 9,Zen 2,Matisse,AM4,12,3.8 GHz,4.6 GHz,,,6 MB,64 MB,105 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i9-14900KS 3.2 GHz 24-Core Processor,,https://pcpartpicker.com/product/3ZmNnQ/intel-core-i9-14900ks-32-ghz-24-core-processor-bx8071514900ks,,81741.0,Intel,BX8071514900KS,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,24,3.2 GHz,6.2 GHz,2.4 GHz,4.5 GHz,32 MB,36 MB,150 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,7 nm,No,Yes: Hyper-Threading
AMD Ryzen 3 4100 3.8 GHz Quad-Core Processor,,https://pcpartpicker.com/product/drBG3C/amd-ryzen-3-4100-38-ghz-quad-core-processor-100-100000510box,,8057.0,AMD,100-100000510BOX,AMD Ryzen 3,Zen 2,Renoir-X,AM4,4,3.8 GHz,4 GHz,,,2 MB,4 MB,65 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Celeron E3400 2.6 GHz Dual-Core Processor,,https://pcpartpicker.com/product/CxvRsY/intel-cpu-bx80571e3400,,2216.0,Intel,BX80571E3400,Intel Celeron,Wolfdale,Wolfdale,LGA775,2,2.6 GHz,,,,1 MB,0 MB,65 W,,,No,Yes,Boxed,45 nm,Yes,No
AMD Ryzen 9 7950X 4.5 GHz 16-Core Processor,,https://pcpartpicker.com/product/22XJ7P/amd-ryzen-9-7950x-45-ghz-16-core-processor-100-100000514wof,,86282.0,AMD,100-100000514WOF,AMD Ryzen 9,Zen 4,Raphael,AM5,16,4.5 GHz,5.7 GHz,,,16 MB,64 MB,170 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
Intel Core i5-13600K 3.5 GHz 14-Core Processor,,https://pcpartpicker.com/product/LfNxFT/intel-core-i5-13600k-35-ghz-14-core-processor-bx8071513600k,,37251.0,Intel,BX8071513600K,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,14,3.5 GHz,5.1 GHz,2.6 GHz,3.9 GHz,20 MB,24 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i7-10700K 3.8 GHz 8-Core Processor,,https://pcpartpicker.com/product/yhxbt6/intel-core-i7-10700k-38-ghz-8-core-processor-bx8070110700k,,46826.0,Intel,BX8070110700K,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,3.8 GHz,5.1 GHz,,,2 MB,16 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 7500X3D 4 GHz 6-Core OEM/Tray Processor,,https://pcpartpicker.com/product/bsgZxr/amd-ryzen-5-7500x3d-4-ghz-6-core-oemtray-processor-100-000001904,,,AMD,100-000001904,AMD Ryzen 5,Zen 4,Raphael,AM5,6,4 GHz,4.5 GHz,,,6 MB,96 MB,65 W,Radeon,128 GB,Yes,No,OEM/Tray,5 nm,No,Yes
Intel Core i9-13900K 3 GHz 24-Core Processor,,https://pcpartpicker.com/product/DhVmP6/intel-core-i9-13900k-3-ghz-24-core-processor-bx8071513900k,,64925.0,Intel,BX8071513900K,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,3 GHz,5.8 GHz,2.2 GHz,4.3 GHz,32 MB,36 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i3-10100F 3.6 GHz Quad-Core Processor,,https://pcpartpicker.com/product/r8Dkcf/intel-core-i3-10100f-36-ghz-quad-core-processor-bx8070110100f,,5838.0,Intel,BX8070110100F,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,3.6 GHz,4.3 GHz,,,1 MB,6 MB,65 W,,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-9400F 2.9 GHz 6-Core Processor,,https://pcpartpicker.com/product/T47v6h/intel-core-i5-9400f-29-ghz-6-core-processor-bx80684i59400f,,14012.0,Intel,BX80684I59400F,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,2.9 GHz,4.1 GHz,,,1.5 MB,9 MB,65 W,,128 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Ryzen 9 7900X3D 4.4 GHz 12-Core Processor,,https://pcpartpicker.com/product/XccgXL/amd-ryzen-9-7900x3d-44-ghz-12-core-processor-100-100000909wof,,89916.0,AMD,100-100000909WOF,AMD Ryzen 9,Zen 4,Raphael,AM5,12,4.4 GHz,5.6 GHz,,,12 MB,128 MB,120 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
Intel Core i7-6700K 4 GHz Quad-Core Processor,,https://pcpartpicker.com/product/tdmxFT/intel-cpu-bx80662i76700k,,14642.0,Intel,BX80662I76700K,Intel Core i7,Skylake,Skylake-S,LGA1151,4,4 GHz,4.2 GHz,,,1 MB,8 MB,91 W,Intel HD Graphics 530,64 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 1600 (14nm) 3.2 GHz 6-Core Processor,,https://pcpartpicker.com/product/mV98TW/amd-ryzen-5-1600-32ghz-6-core-processor-yd1600bbaebox,,9160.0,AMD,YD1600BBAEBOX,AMD Ryzen 5,Zen,Summit Ridge,AM4,6,3.2 GHz,3.6 GHz,,,3 MB,16 MB,65 W,,,No,Yes,Boxed,14 nm,Yes,Yes
Intel Core i5-11400F 2.6 GHz 6-Core Processor,,https://pcpartpicker.com/product/qp2WGX/intel-core-i5-11400f-26-ghz-6-core-processor-bx8070811400f,,18683.0,Intel,BX8070811400F,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA1200,6,2.6 GHz,4.4 GHz,,,3 MB,12 MB,65 W,,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 3800X 3.9 GHz 8-Core Processor,,https://pcpartpicker.com/product/qryV3C/amd-ryzen-7-3800x-39-ghz-8-core-processor-100-100000025box,,87464.0,AMD,Ryzen 7 3800X,AMD Ryzen 7,Zen 2,Matisse,AM4,8,3.9 GHz,4.5 GHz,,,4 MB,32 MB,105 W,,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Threadripper 3970X 3.7 GHz 32-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/f2cacb6e0f6003d798989357654aff3c.256p.jpg,https://pcpartpicker.com/product/rkwkcf/amd-threadripper-3970x-37-ghz-32-core-processor-100-100000011wof,,186839.0,AMD,100-100000011WOF,AMD Threadripper,Zen 2,Castle Peak,sTRX4,32,3.7 GHz,4.5 GHz,,,16 MB,128 MB,280 W,,512 GB,Yes,No,Boxed,7 nm,No,Yes
Intel Core i5-14400 2.5 GHz 10-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/be9f67b5c1dc033e0373e28beba6a220.256p.jpg,https://pcpartpicker.com/product/37qrxr/intel-core-i5-14400-25-ghz-10-core-processor-bx8071514400,,35539.0,Intel,BX8071514400,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,10,2.5 GHz,4.7 GHz,1.8 GHz,3.5 GHz,9.5 MB,20 MB,65 W,Intel UHD Graphics 730,192 GB,Yes,Yes,Boxed,7 nm,Yes,Yes: Hyper-Threading
Intel Core i5-12400 2.5 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg,https://pcpartpicker.com/product/tLKKHx/intel-core-i5-12400-25-ghz-6-core-processor-bx8071512400,,26156.0,Intel,BX8071512400,Intel Core i5,Alder Lake,Alder Lake,LGA1700,6,2.5 GHz,4.4 GHz,,,7.5 MB,18 MB,65 W,Intel UHD Graphics 730,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 9 7900 3.7 GHz 12-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/119ef93ef95a60950418031082149c5b.256p.jpg,https://pcpartpicker.com/product/P3cG3C/amd-ryzen-9-7900-36-ghz-12-core-processor-100-100000590box,,45659.0,AMD,100-100000590BOX,AMD Ryzen 9,Zen 4,Raphael,AM5,12,3.7 GHz,5.4 GHz,,,12 MB,64 MB,65 W,Radeon,128 GB,Yes,Yes,Boxed,5 nm,Yes,Yes
Intel Core i7-8700 3.2 GHz 6-Core Processor,,https://pcpartpicker.com/product/C9hj4D/intel-core-i7-8700-32ghz-6-core-processor-bx80684i78700,,16075.0,Intel,BX80684I78700,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,3.2 GHz,4.6 GHz,,,1.5 MB,12 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-9600K 3.7 GHz 6-Core Processor,,https://pcpartpicker.com/product/28qhP6/intel-core-i5-9600k-37ghz-6-core-processor-bx80684i59600k,,16900.0,Intel,BX80684I59600K,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3.7 GHz,4.6 GHz,,,1.5 MB,9 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,No
Intel Core i7-11700K 3.6 GHz 8-Core Processor,,https://pcpartpicker.com/product/VW3gXL/intel-core-i7-11700k-36-ghz-8-core-processor-bx8070811700k,,41922.0,Intel,BX8070811700K,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA1200,8,3.6 GHz,5 GHz,,,4 MB,16 MB,125 W,Intel UHD Graphics 750,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2687W V4 3 GHz 12-Core Processor,,https://pcpartpicker.com/product/YMbkcf/intel-cpu-bx80660e52687v4,,293561.0,Intel,BX80660E52687V4,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,12,3 GHz,3.5 GHz,,,3 MB,30 MB,160 W,,1536 GB,Yes,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i7-12700F 2.1 GHz 12-Core Processor,,https://pcpartpicker.com/product/LT3gXL/intel-core-i7-12700f-21-ghz-12-core-processor-bx8071512700f,,33513.0,Intel,BX8071512700F,Intel Core i7,Alder Lake,Alder Lake,LGA1700,12,2.1 GHz,4.9 GHz,1.6 GHz,3.6 GHz,12 MB,25 MB,65 W,,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 5 2600X 3.6 GHz 6-Core Processor,,https://pcpartpicker.com/product/6mm323/amd-ryzen-5-2600x-36ghz-6-core-processor-yd260xbcafbox,,29835.0,AMD,YD260XBCAFBOX,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,6,3.6 GHz,4.2 GHz,,,3 MB,15.99 MB,95 W,,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
Intel Core i3-6100 3.7 GHz Dual-Core Processor,https://m.media-amazon.com/images/I/51m7931xzhL.jpg,https://pcpartpicker.com/product/hV7CmG/intel-cpu-bx80662i36100,,2471.0,Intel,BX80662I36100,Intel Core i3,Skylake,Skylake-S,LGA1151,2,3.7 GHz,,,,0.5 MB,3 MB,51 W,Intel HD Graphics 530,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i7-7700 3.6 GHz Quad-Core Processor,,https://pcpartpicker.com/product/9mRFf7/intel-core-i7-7700-36ghz-quad-core-processor-bx80677i77700,,11969.0,Intel,BX80677I77700,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,3.6 GHz,4.2 GHz,,,1 MB,8 MB,65 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i7-6700 3.4 GHz Quad-Core Processor,,https://pcpartpicker.com/product/7V7CmG/intel-cpu-bx80662i76700,,11347.0,Intel,BX80662I76700,Intel Core i7,Skylake,Skylake-S,LGA1151,4,3.4 GHz,4 GHz,,,1 MB,8 MB,65 W,Intel HD Graphics 530,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-13600KF 3.5 GHz 14-Core Processor,,https://pcpartpicker.com/product/GVM48d/intel-core-i5-13600kf-35-ghz-14-core-processor-bx8071513600kf,,35031.0,Intel,BX8071513600KF,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,14,3.5 GHz,5.1 GHz,2.6 GHz,3.9 GHz,20 MB,24 MB,125 W,,192 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core Ultra 7 265F 2.4 GHz 20-Core Processor,,https://pcpartpicker.com/product/hw62FT/intel-core-ultra-7-265f-24-ghz-20-core-processor-bx80768265f,,40871.0,Intel,BX80768265F,Intel Core Ultra 7,Arrow Lake,Arrow Lake,LGA1851,20,2.4 GHz,5.3 GHz,1.8 GHz,4.6 GHz,36 MB,30 MB,65 W,,256 GB,No,Yes,Boxed,3 nm,Yes,No
Intel Core i7-4790K 4 GHz Quad-Core Processor,,https://pcpartpicker.com/product/6vzv6h/intel-cpu-bx80646i74790k,,,Intel,BX80646I74790K,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA1150,4,4 GHz,4.4 GHz,,,1 MB,8 MB,88 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Core i5-6500 3.2 GHz Quad-Core Processor,https://m.media-amazon.com/images/I/51LGOgLV8TL.jpg,https://pcpartpicker.com/product/xwhj4D/intel-cpu-bx80662i56500,,10859.0,Intel,BX80662I56500,Intel Core i5,Skylake,Skylake-S,LGA1151,4,3.2 GHz,3.6 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 530,64 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Ryzen 5 9600 3.8 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/27f7a8fb1bb5a1949879ec482c922757.256p.jpg,https://pcpartpicker.com/product/QmqNnQ/amd-ryzen-5-9600-38-ghz-6-core-processor-100-100000718box,,32134.0,AMD,100-100000718BOX,AMD Ryzen 5,Zen 5,Granite Ridge,AM5,6,3.8 GHz,5.2 GHz,,,6 MB,32 MB,65 W,Radeon,192 GB,Yes,Yes,Boxed,4 nm,Yes,Yes
Intel Core i9-10900K 3.7 GHz 10-Core Processor,,https://pcpartpicker.com/product/cwFKHx/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900k,,70781.0,Intel,BX8070110900K,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,3.7 GHz,5.3 GHz,,,2.5 MB,20 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-10400 2.9 GHz 6-Core Processor,,https://pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400,,21836.0,Intel,BX8070110400,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,2.9 GHz,4.3 GHz,,,1.5 MB,12 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i7-10700F 2.9 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/10ec5737be6d836dd041f66eaa76bcf4.256p.jpg,https://pcpartpicker.com/product/PCvqqs/intel-core-i7-10700f-29-ghz-8-core-processor-bx8070110700f,,35292.0,Intel,BX8070110700F,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,2.9 GHz,4.8 GHz,,,2 MB,16 MB,65 W,,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 7700 3.6 GHz 8-Core OEM/Tray Processor,,https://pcpartpicker.com/product/zrRnTW/amd-ryzen-7-7700-36-ghz-8-core-oemtray-processor-100-000000592,,49883.0,AMD,100-000000592,AMD Ryzen 7,Zen 4,Raphael,AM5,8,3.6 GHz,5.3 GHz,,,8 MB,32 MB,65 W,Radeon,128 GB,Yes,No,OEM/Tray,5 nm,No,Yes
Intel Core i5-8400 2.8 GHz 6-Core Processor,,https://pcpartpicker.com/product/LHYWGX/intel-core-i5-8400-28ghz-6-core-processor-bx80684i58400,,19851.0,Intel,BX80684I58400,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,2.8 GHz,4 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Ryzen 9 3950X 3.5 GHz 16-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,https://pcpartpicker.com/product/t7CFf7/amd-ryzen-9-3950x-35-ghz-16-core-processor-100-100000051wof,,46709.0,AMD,100-100000051WOF,AMD Ryzen 9,Zen 2,Matisse,AM4,16,3.5 GHz,4.7 GHz,,,8 MB,64 MB,105 W,,128 GB,No,No,Boxed,7 nm,No,Yes
Intel Core i7-13700F 2.1 GHz 16-Core Processor,,https://pcpartpicker.com/product/xz8bt6/intel-core-i7-13700f-21-ghz-16-core-processor-bx8071513700f,,44957.0,Intel,BX8071513700F,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,2.1 GHz,5.2 GHz,1.5 GHz,4.1 GHz,24 MB,30 MB,65 W,,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Threadripper 3960X 3.8 GHz 24-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/3ada9b0ee52763b884f3f76b681846ad.256p.jpg,https://pcpartpicker.com/product/kNyqqs/amd-ryzen-9-3960x-38-ghz-24-core-processor-100-100000010wof,,101710.0,AMD,100-100000010WOF,AMD Threadripper,Zen 2,Castle Peak,sTRX4,24,3.8 GHz,4.5 GHz,,,12 MB,128 MB,280 W,,512 GB,Yes,No,Boxed,7 nm,No,Yes
Intel Core i7-13700KF 3.4 GHz 16-Core Processor,,https://pcpartpicker.com/product/w86p99/intel-core-i7-13700kf-34-ghz-16-core-processor-bx8071513700kf,,,Intel,BX8071513700KF,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,3.4 GHz,5.4 GHz,2.5 GHz,4.2 GHz,24 MB,30 MB,125 W,,192 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i7-10700 2.9 GHz 8-Core Processor,,https://pcpartpicker.com/product/dLK2FT/intel-core-i7-10700-29-ghz-8-core-processor-bx8070110700,,34916.0,Intel,BX8070110700,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,2.9 GHz,4.8 GHz,,,2 MB,16 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 5 4600G 3.7 GHz 6-Core Processor,,https://pcpartpicker.com/product/CNVmP6/amd-ryzen-5-4600g-37-ghz-6-core-processor-100-100000147box,,,AMD,100-100000147BOX,AMD Ryzen 5,Zen 2,Renoir,AM4,6,3.7 GHz,4.2 GHz,,,3 MB,8 MB,65 W,Radeon Vega 7,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i9-11900K 3.5 GHz 8-Core Processor,,https://pcpartpicker.com/product/mDcG3C/intel-core-i9-11900k-35-ghz-8-core-processor-bx8070811900k,,50797.0,Intel,BX8070811900K,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA1200,8,3.5 GHz,5.3 GHz,,,4 MB,16 MB,125 W,Intel UHD Graphics 750,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
