Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,HDMI 2.1b Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,DisplayPort 2.1a Outputs,DisplayPort 2.1b Outputs,SLI/CrossFire
Asus ROG Astral OC GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/KrYfrH/asus-rog-astral-oc-geforce-rtx-5080-16-gb-video-card-rog-astral-rtx5080-o16g-white,216033.0,Asus,"rog-astral-rtx5080-o16g-white, 90YV0LV4-M0NA00",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,2790 MHz,,PCIe x16,White,G-Sync,358 mm,360 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
ASRock Challenger D Radeon RX 6600 8 GB Video Card,,https://pcpartpicker.com/product/D9ytt6/asrock-radeon-rx-6600-8-gb-challenger-d-video-card-rx6600-cld-8g,,ASRock,"RX6600 CLD 8G, 90-GA2RZZ-00UANF",Radeon RX 6600,8 GB,GDDR6,1626 MHz,,,PCIe x16,Black,FreeSync,269 mm,132 W,2,2,2 Fans,1 x PCIe 8-pin,1.0,3.0,,,,,,,,,
Asus DUAL EVO OC Radeon RX 7600 8 GB Video Card,https://m.media-amazon.com/images/I/414SnAcfbtL.jpg,https://pcpartpicker.com/product/yYpQzy/asus-dual-evo-oc-radeon-rx-7600-8-gb-video-card-dual-rx7600-o8g-evo,47903.0,Asus,"dual-rx7600-o8g-evo, 90YV0LD0-M0NA00",Radeon RX 7600,8 GB,GDDR6,1720 MHz,2715 MHz,,PCIe x16,Black,FreeSync,229 mm,165 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,,,3.0,,,,
MSI SUPRIM LIQUID SOC GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/ceb6bf84996a0c5d069a73e5b48c4d75.256p.jpg,https://pcpartpicker.com/product/2RJBD3/msi-suprim-liquid-soc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-suprim-liquid-soc,495009.0,MSI,"GeForce RTX 5090 32G SUPRIM LIQUID SOC, G5090-32SLS, RTX 5090 32G SUPRIM LIQUID SOC, 912-V530-011, V530-011R",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,,,PCIe x16,Black / Silver,G-Sync,280 mm,575 W,2,3,360 mm Radiator + 1 Fan,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC Rev 2.0 GeForce RTX 3060 12GB 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/23125b08d8d0986375005ffebc793f62.256p.jpg,https://pcpartpicker.com/product/GzgFf7/gigabyte-gaming-oc-rev-20-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060gaming-oc-12gd-rev-20,54767.0,Gigabyte,"GV-N3060GAMING OC-12GD (rev. 2.0), GV-N3060GAMING OC-12GD V2, GV-N3060GAMING OC-12GD 2.0, GV-N3060GAMOC-12GDR2",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1837 MHz,15000 MHz,PCIe x16,Black / Gray,G-Sync,282 mm,170 W,2,2,3 Fans,1 x PCIe 8-pin,2.0,2.0,,,,,,,,,
ASRock Steel Legend OC Radeon RX 9060 XT 16 GB Video Card,,https://pcpartpicker.com/product/jbTFf7/asrock-steel-legend-oc-radeon-rx-9060-xt-16-gb-video-card-rx9060xt-sl-16go,56051.0,ASRock,"RX9060XT SL 16GO, 90-GA5JZZ-00UANF",Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,White / Gray,FreeSync,298 mm,160 W,2,3,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
Asus PRIME OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/3xbypg/asus-prime-oc-geforce-rtx-5070-12-gb-video-card-prime-rtx5070-o12g-white,109652.0,Asus,"PRIME-RTX5070-O12G-WHITE, 90YV0M19-M0NA00",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2587 MHz,,PCIe x16,White / Silver,G-Sync,304 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC Radeon RX 7600 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/3794bd1fed01ca0c18bb8dbf933117d5.256p.jpg,https://pcpartpicker.com/product/rh7scf/gigabyte-gaming-oc-radeon-rx-7600-xt-8-gb-video-card-gv-r76gaming-oc-8gd,34974.0,Gigabyte,"GV-R76GAMING OC-8GD, RX 7600 GAMING OC 8G, Radeon RX 7600 GAMING OC 8G",Radeon RX 7600,8 GB,GDDR6,1720 MHz,2755 MHz,18000 MHz,PCIe x16,Black / Silver,FreeSync,282 mm,165 W,2,3,3 Fans,1 x PCIe 8-pin,,,,2.0,,,2.0,,,,
ASRock Steel Legend OC Radeon RX 9060 XT 8 GB Video Card,,https://pcpartpicker.com/product/6ytkcf/asrock-steel-legend-oc-radeon-rx-9060-xt-8-gb-video-card-rx9060xt-sl-8go,59723.0,ASRock,"RX9060XT SL 8GO, 90-GA5ZZZ-00UANF",Radeon RX 9060 XT,8 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,White / Gray,FreeSync,298 mm,160 W,2,3,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
NVIDIA Founders Edition GeForce RTX 4090 24 GB Video Card,,https://pcpartpicker.com/product/BCGbt6/nvidia-founders-edition-geforce-rtx-4090-24-gb-video-card-900-1g136-2530-000,388855.0,NVIDIA,900-1G136-2530-000,GeForce RTX 4090,24 GB,GDDR6X,2230 MHz,2520 MHz,,PCIe x16,Black / Silver,G-Sync,304 mm,450 W,3,3,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,1.0,,,3.0,,,,
Asus DUAL EVO OC GeForce RTX 4060 Ti 8 GB Video Card,,https://pcpartpicker.com/product/bHFmP6/asus-dual-evo-oc-geforce-rtx-4060-ti-8-gb-video-card-dual-rtx4060ti-o8g-evo,57219.0,Asus,"DUAL-RTX4060TI-O8G-EVO, 90YV0J49-M0NA00, 90YV0J49-MVAA00",GeForce RTX 4060 Ti,8 GB,GDDR6,2310 MHz,2595 MHz,,PCIe x16,Black,G-Sync,227 mm,165 W,2,3,2 Fans,1 x PCIe 8-pin,,,,1.0,,,3.0,,,,
MSI GAMING TRIO OC GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/de5537537c77534a3cc82329db036144.256p.jpg,https://pcpartpicker.com/product/nGxTwP/msi-gaming-trio-oc-geforce-rtx-5070-ti-16-gb-video-card-rtx-5070-ti-16g-gaming-trio-oc-white,,MSI,"RTX 5070 Ti 16G GAMING TRIO OC WHITE, G507T-16GTCW, GeForce RTX 5070 Ti 16G GAMING TRIO OC WHITE, V531-057R",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2580 MHz,28000 MHz,PCIe x16,White,G-Sync,338 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
PNY OC GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/0f3e8c7fec641072601f855e0e3f8cf2.256p.jpg,https://pcpartpicker.com/product/7z7MnQ/pny-oc-geforce-rtx-5080-16-gb-video-card-vcg508016tfxpb1-o,180995.0,PNY,VCG508016TFXPB1-O,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,2730 MHz,,PCIe x16,Black,G-Sync,329 mm,360 W,3,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte WINDFORCE OC GeForce RTX 4070 SUPER 12 GB Video Card,,https://pcpartpicker.com/product/HCkH99/gigabyte-windforce-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407swf3oc-12gd,107432.0,Gigabyte,GV-N407SWF3OC-12GD,GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2505 MHz,,PCIe x16,Black,G-Sync,261 mm,220 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,1.0,,,3.0,,,,
Gigabyte WINDFORCE GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/c4e88a542c4b606edfc74f9fc5d991d9.256p.jpg,https://pcpartpicker.com/product/bvnXsY/gigabyte-windforce-geforce-rtx-5090-32-gb-video-card-gv-n5090wf3-32gd,234716.0,Gigabyte,GV-N5090WF3-32GD,GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2407 MHz,,PCIe x16,Black,G-Sync,342 mm,575 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus DUAL Radeon RX 9060 XT 8 GB Video Card,,https://pcpartpicker.com/product/J3gZxr/asus-dual-radeon-rx-9060-xt-8-gb-video-card-dual-rx9060xt-8g,66116.0,Asus,"DUAL-RX9060XT-8G, 90YV0MI1-M0NA00",Radeon RX 9060 XT,8 GB,GDDR6,2220 MHz,3150 MHz,,PCIe x16,Black,FreeSync,202 mm,160 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
ASRock Taichi OC Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/8d2064fe21e3a8318837caf30fad70f1.256p.jpg,https://pcpartpicker.com/product/FZJBD3/asrock-taichi-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-tc-16go,92251.0,ASRock,"RX9070XT TC 16GO, 90-GA5HZZ-00UANF",Radeon RX 9070 XT,16 GB,GDDR6,2570 MHz,3100 MHz,,PCIe x16,Black,FreeSync,330 mm,304 W,3,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
PowerColor Fighter OC Radeon RX 6500 XT 4 GB Video Card,https://m.media-amazon.com/images/I/41Z8Y7ukKiL.jpg,https://pcpartpicker.com/product/p8vdnQ/powercolor-radeon-rx-6500-xt-4-gb-fighter-oc-video-card-axrx-6500xt-4gbd6-dhoc,21296.0,PowerColor,AXRX 6500XT 4GBD6-DH/OC,Radeon RX 6500 XT,4 GB,GDDR6,2310 MHz,,18000 MHz,PCIe x16,Black,FreeSync,191 mm,107 W,2,2,2 Fans,1 x PCIe 6-pin,1.0,1.0,,,,,,,,,
MSI VENTUS 3X PZ OC GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/f77a6dc9711d131a00bb75f664713b62.256p.jpg,https://pcpartpicker.com/product/vh8Pxr/msi-ventus-3x-pz-oc-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-ventus-3x-pz-oc,110935.0,MSI,"GeForce RTX 5070 Ti 16G VENTUS 3X PZ OC, G507T-16V3ZC, RTX 5070 Ti 16G VENTUS 3X PZ OC",GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2497 MHz,,PCIe x16,White / Gray,G-Sync,303 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
NVIDIA Founders Edition GeForce RTX 3080 Ti 12 GB Video Card,https://m.media-amazon.com/images/I/412B2Zkbq-L.jpg,https://pcpartpicker.com/product/c2kWGX/nvidia-geforce-rtx-3080-ti-12-gb-founders-edition-video-card-900-1g133-2518-000,112103.0,NVIDIA,900-1G133-2518-000,GeForce RTX 3080 Ti,12 GB,GDDR6X,1370 MHz,1670 MHz,19000 MHz,PCIe x16,Silver / Black,G-Sync,285 mm,350 W,2,2,2 Fans,1 x PCIe 12-pin,1.0,3.0,,,,,,,,,
Asus TUF GAMING GeForce RTX 5090 32 GB Video Card,,https://pcpartpicker.com/product/rxG2FT/asus-tuf-gaming-geforce-rtx-5090-32-gb-video-card-tuf-rtx5090-32g-gaming,432068.0,Asus,"TUF-RTX5090-32G-GAMING, 90YV0LY1-M0NA00",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,,,PCIe x16,Black / Silver,G-Sync,348 mm,575 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
Gigabyte EAGLE OC ICE GeForce RTX 5060 8 GB Video Card,,https://pcpartpicker.com/product/qVBFf7/gigabyte-eagle-oc-ice-geforce-rtx-5060-8-gb-video-card-gv-n5060eagleoc-ice-8gd,38535.0,Gigabyte,GV-N5060EAGLEOC ICE-8GD,GeForce RTX 5060,8 GB,GDDR7,2280 MHz,,28000 MHz,PCIe x16,White,G-Sync,208 mm,145 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
PNY VERTO GeForce RTX 4060 8 GB Video Card,,https://pcpartpicker.com/product/qnGhP6/pny-verto-geforce-rtx-4060-8-gb-video-card-vcg40608dfxpb1,,PNY,VCG40608DFXPB1,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2460 MHz,,PCIe x16,Black,G-Sync,210 mm,115 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,3.0,,,,
Gigabyte EAGLE OC ICE SFF GeForce RTX 5070 Ti 16 GB Video Card,,https://pcpartpicker.com/product/H9JBD3/gigabyte-eagle-oc-ice-sff-geforce-rtx-5070-ti-16-gb-video-card-gv-n507teagleoc-ice-16gd,173772.0,Gigabyte,GV-N507TEAGLEOC ICE-16GD,GeForce RTX 5070 Ti,16 GB,GDDR7,2541 MHz,,28000 MHz,PCIe x16,White / Silver,G-Sync,304 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
MSI GeForce RTX 3060 Ti GAMING X GeForce RTX 3060 Ti 8 GB Video Card,,https://pcpartpicker.com/product/FpD7YJ/msi-geforce-rtx-3060-ti-8-gb-gaming-x-video-card-rtx-3060-ti-gaming-x,,MSI,"RTX 3060 Ti GAMING X, GeForce RTX 3060 Ti GAMING X",GeForce RTX 3060 Ti,8 GB,GDDR6,1410 MHz,1770 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,278 mm,220 W,2,3,2 Fans,1 x PCIe 8-pin + 1 x PCIe 6-pin,1.0,3.0,,,,,,,,,
Gigabyte OC Low Profile GeForce RTX 5060 8 GB Video Card,,https://pcpartpicker.com/product/3Brp99/gigabyte-oc-low-profile-geforce-rtx-5060-8-gb-video-card-gv-n5060oc-8gl,39702.0,Gigabyte,GV-N5060OC-8GL,GeForce RTX 5060,8 GB,GDDR7,2280 MHz,,28000 MHz,PCIe x16,Black,G-Sync,182 mm,145 W,2,2,3 Fans,1 x PCIe 8-pin,,,,,1.0,,1.0,,,2.0,
Asus TUF GAMING OC GeForce RTX 3070 8 GB Video Card,,https://pcpartpicker.com/product/CX4BD3/asus-geforce-rtx-3070-8-gb-tuf-gaming-oc-video-card-tuf-rtx3070-o8g-gaming,81159.0,Asus,"TUF-RTX3070-O8G-GAMING, 90YV0FQ6-M0NA00",GeForce RTX 3070,8 GB,GDDR6,1500 MHz,1845 MHz,14000 MHz,PCIe x16,Black,G-Sync,300 mm,220 W,2,3,3 Fans,2 x PCIe 8-pin,2.0,3.0,,,,,,,,,
Asus TUF GAMING OC GeForce RTX 5090 32 GB Video Card,,https://pcpartpicker.com/product/2Ftkcf/asus-tuf-gaming-oc-geforce-rtx-5090-32-gb-video-card-tuf-rtx5090-o32g-gaming,502133.0,Asus,"TUF-RTX5090-O32G-GAMING, 90YV0LY0-M0NA00",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,,,PCIe x16,Black / Silver,G-Sync,348 mm,575 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
Gigabyte GAMING OC Radeon RX 9070 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/5d6f201220f5ac12231606988260d075.256p.jpg,https://pcpartpicker.com/product/XRKnTW/gigabyte-gaming-oc-radeon-rx-9070-16-gb-video-card-gv-r9070gaming-oc-16gd,74735.0,Gigabyte,"GV-R9070GAMING OC-16GD, R9070GAMING OC 16GD, Radeon RX 9070 GAMING OC 16G, 9VR9070GO-00-G10",Radeon RX 9070,16 GB,GDDR6,2070 MHz,2700 MHz,,PCIe x16,Black,FreeSync,288 mm,220 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,2.0,,,,2.0,,
Gigabyte AORUS MASTER ICE GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/99JBD3/gigabyte-aorus-master-ice-geforce-rtx-5080-16-gb-video-card-gv-n5080aorusm-ice-16gd,245815.0,Gigabyte,GV-N5080AORUSM ICE-16GD,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,White / Silver,G-Sync,360 mm,360 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte AERO OC SFF GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/81715ed28e3aae88fb103d7232adcc9f.256p.jpg,https://pcpartpicker.com/product/VnHp99/gigabyte-aero-oc-sff-geforce-rtx-5080-16-gb-video-card-gv-n5080aero-oc-16gd,172825.0,Gigabyte,GV-N5080AERO OC-16GD,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,White / Silver,G-Sync,304 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus TUF GAMING OC Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/d3e9803e192201528bc33cc1fc189ea0.256p.jpg,https://pcpartpicker.com/product/6QPv6h/asus-tuf-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-tuf-rx9070xt-o16g-gaming,116886.0,Asus,"tuf-rx9070xt-o16g-gaming, 90YV0L70-M0NA00",Radeon RX 9070 XT,16 GB,GDDR6,2520 MHz,3080 MHz,,PCIe x16,Black / Silver,FreeSync,330 mm,304 W,2,4,3 Fans,3 x PCIe 8-pin,,,,,,,,,3.0,,
Asus DUAL Radeon RX 9060 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/23e7b59f074492e23596d0f30ee1db96.256p.jpg,https://pcpartpicker.com/product/fdcBD3/asus-dual-radeon-rx-9060-xt-16-gb-video-card-dual-rx9060xt-16g-white,47877.0,Asus,DUAL-RX9060XT-16G-WHITE,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3250 MHz,,PCIe x16,White,FreeSync,202 mm,160 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
Asus DUAL OC GeForce RTX 3050 6GB 6 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/cd60fa832766b1f16ca684bcd7c10e4f.256p.jpg,https://pcpartpicker.com/product/RrCZxr/asus-dual-oc-geforce-rtx-3050-6gb-6-gb-video-card-dual-rtx3050-o6g,23354.0,Asus,"dual-rtx3050-o6g, 90YV0K60-M0NA00",GeForce RTX 3050 6GB,6 GB,GDDR6,1040 MHz,1537 MHz,,PCIe x16,Black,G-Sync,201 mm,70 W,2,2,2 Fans,,,,1.0,,,,1.0,,,,
Zotac SOLID SFF OC GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/24498205825bda83d2141b3f02cac70c.256p.jpg,https://pcpartpicker.com/product/mTm2FT/zotac-solid-sff-oc-geforce-rtx-5070-ti-16-gb-video-card-zt-b50710j3-10p,94587.0,Zotac,ZT-B50710J3-10P,GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2482 MHz,28000 MHz,PCIe x16,Black / Gold,G-Sync,304 mm,300 W,2,2,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte AORUS MASTER GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/96ecd11ddbe5a193c95422e8e620fca6.256p.jpg,https://pcpartpicker.com/product/kLJBD3/gigabyte-aorus-master-geforce-rtx-5090-32-gb-video-card-gv-n5090aorus-m-32gd,559008.0,Gigabyte,GV-N5090AORUS M-32GD,GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2655 MHz,,PCIe x16,Black,G-Sync,360 mm,575 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus TUF GAMING OC GeForce RTX 4070 Ti SUPER 16 GB Video Card,,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming,185541.0,Asus,"tuf-rtx4070tis-o16g-gaming, 90YV0KF0-M0AA00, 90YV0KF0-M0NA00",GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2670 MHz,,PCIe x16,Black,G-Sync,305 mm,285 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,2.0,,,3.0,,,,
Asus ROG Astral LC OC GeForce RTX 5090 32 GB Video Card,,https://pcpartpicker.com/product/j4qNnQ/asus-rog-astral-lc-oc-geforce-rtx-5090-32-gb-video-card-rog-astral-lc-rtx5090-o32g-gaming,,Asus,"rog-astral-lc-rtx5090-o32g-gaming, 90YV0LW2-M0NA00, 90YV0LW2-M0AA00",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2610 MHz,28000 MHz,PCIe x16,Black / Silver,G-Sync,288 mm,575 W,2,3,360 mm Radiator + 1 Fan,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
XFX Speedster SWFT 210 Core Radeon RX 6650 XT 8 GB Video Card,,https://pcpartpicker.com/product/NDvdnQ/xfx-radeon-rx-6650-xt-8-gb-speedster-swft-210-core-video-card-rx-665x8dfdy,35103.0,XFX,RX-665X8DFDY,Radeon RX 6650 XT,8 GB,GDDR6,2055 MHz,2635 MHz,,PCIe x16,Black / Silver,FreeSync,241 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,3.0,,,,,
PowerColor RX7800XT 16G-P Radeon RX 7800 XT 16 GB Video Card,https://m.media-amazon.com/images/I/31qVw5Tk98L.jpg,https://pcpartpicker.com/product/KBqNnQ/powercolor-rx7800xt-16g-p-radeon-rx-7800-xt-16-gb-video-card-rx7800xt-16g-p,64225.0,PowerColor,RX7800XT 16G-P,Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2430 MHz,,PCIe x16,Black,FreeSync,260 mm,263 W,2,3,2 Fans,2 x PCIe 8-pin,,,,,,,,3.0,,,
Asus DUAL OC GeForce RTX 5050 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/414e8bbc373941c4b8a507b362ed7e55.256p.jpg,https://pcpartpicker.com/product/rh2j4D/asus-dual-oc-geforce-rtx-5050-8-gb-video-card-dual-rtx5050-o8g,31528.0,Asus,"dual-rtx5050-o8g, 90YV0N72-M0NA00",GeForce RTX 5050,8 GB,GDDR6,2317 MHz,2677 MHz,,PCIe x16,Black,G-Sync,203 mm,130 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC GeForce RTX 3070 8 GB Video Card,,https://pcpartpicker.com/product/2C7p99/gigabyte-geforce-rtx-3070-8-gb-gaming-oc-video-card-gv-n3070gaming-oc8gd,50348.0,Gigabyte,GV-N3070GAMING OC8GD,GeForce RTX 3070,8 GB,GDDR6,1500 MHz,1815 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,286 mm,220 W,2,3,3 Fans,1 x PCIe 8-pin + 1 x PCIe 6-pin,2.0,2.0,,,,,,,,,
Palit GamingPro-S GeForce RTX 5070 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/e9788a25886c5427edbd84c75b8d360f.256p.jpg,https://pcpartpicker.com/product/KzCCmG/palit-gamingpro-s-geforce-rtx-5070-ti-16-gb-video-card-ne7507t019t2-gb2031u,177981.0,Palit,NE7507T019T2-GB2031U,GeForce RTX 5070 Ti,16 GB,GDDR7,2300 MHz,2452 MHz,28000 MHz,PCIe x16,Black,G-Sync,332 mm,300 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
EVGA FTW3 ULTRA GAMING GeForce RTX 3080 10GB 10 GB Video Card,,https://pcpartpicker.com/product/dKrYcf/evga-geforce-rtx-3080-10-gb-ftw3-ultra-gaming-video-card-10g-p5-3897-kr,105096.0,EVGA,10G-P5-3897-KR,GeForce RTX 3080 10GB,10 GB,GDDR6X,1440 MHz,1800 MHz,19000 MHz,PCIe x16,Black,G-Sync,300 mm,320 W,2,3,3 Fans,3 x PCIe 8-pin,1.0,3.0,,,,,,,,,
NVIDIA Founders Edition GeForce RTX 3070 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/7b87f1151133cd104c83a41914b02457.256p.jpg,https://pcpartpicker.com/product/m8pmP6/nvidia-geforce-rtx-3070-8-gb-founders-edition-video-card-9001g1422510000,,NVIDIA,9001G1422510000,GeForce RTX 3070,8 GB,GDDR6,1500 MHz,1730 MHz,16000 MHz,PCIe x16,Black,G-Sync,242 mm,220 W,2,2,2 Fans,1 x PCIe 12-pin,1.0,3.0,,,,,,,,,
EVGA KO ULTRA GAMING GeForce RTX 2060 6 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/932e869ee03855291c9d97907dd1832d.256p.jpg,https://pcpartpicker.com/product/2H7p99/evga-geforce-rtx-2060-6-gb-ko-ultra-gaming-video-card-06g-p4-2068-kr,33864.0,EVGA,06G-P4-2068-KR,GeForce RTX 2060,6 GB,GDDR6,1365 MHz,1755 MHz,14000 MHz,PCIe x16,Black,G-Sync,202 mm,160 W,2,2,2 Fans,1 x PCIe 8-pin,1.0,1.0,1.0,,,,,,,,
PowerColor Red Devil OC Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/72d2d19e10c9c2bd94bb642c3726df41.256p.jpg,https://pcpartpicker.com/product/xfy8TW/powercolor-red-devil-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-eoc,96791.0,PowerColor,"RX9070XT 16G-E/OC, RX9070XT 16GB-E/OC",Radeon RX 9070 XT,16 GB,GDDR6,2460 MHz,3060 MHz,,PCIe x16,Black / Red,FreeSync,340 mm,304 W,2,4,3 Fans,3 x PCIe 8-pin,,,,,,,,,3.0,,
XFX Mercury OC RGB Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/65b2abf683f0bb8024a83e0038429b5b.256p.jpg,https://pcpartpicker.com/product/tCdMnQ/xfx-mercury-oc-rgb-radeon-rx-9070-xt-16-gb-video-card-rx-97trgbbb9,97058.0,XFX,RX-97TRGBBB9,Radeon RX 9070 XT,16 GB,GDDR6,1870 MHz,3100 MHz,20000 MHz,PCIe x16,Black,FreeSync,360 mm,304 W,3,4,3 Fans,3 x PCIe 8-pin,,,,,,,,3.0,,,
